,^IRX,^FVX,^TNX,^TYX
2024-08-08,5.083000183105469,3.8329999446868896,3.996999979019165,4.2870001792907715
2024-08-09,5.074999809265137,3.7960000038146973,3.941999912261963,4.224999904632568
2024-08-12,5.072999954223633,3.749000072479248,3.9089999198913574,4.197000026702881
2024-08-13,5.052999973297119,3.681999921798706,3.8519999980926514,4.164999961853027
2024-08-14,5.063000202178955,3.6659998893737793,3.819999933242798,4.107999801635742
2024-08-15,5.079999923706055,3.7990000247955322,3.9260001182556152,4.179999828338623
2024-08-16,5.074999809265137,3.7679998874664307,3.8919999599456787,4.14900016784668
2024-08-19,5.063000202178955,3.759000062942505,3.867000102996826,4.114999771118164
2024-08-20,5.0329999923706055,3.700000047683716,3.818000078201294,4.070000171661377
2024-08-21,5.005000114440918,3.6389999389648438,3.7780001163482666,4.051000118255615
2024-08-22,5.025000095367432,3.7269999980926514,3.861999988555908,4.133999824523926
2024-08-23,5.0,3.6500000953674316,3.806999921798706,4.1020002365112305
2024-08-26,4.998000144958496,3.6640000343322754,3.818000078201294,4.107999801635742
2024-08-27,4.9679999351501465,3.6570000648498535,3.8329999446868896,4.127999782562256
2024-08-28,4.954999923706055,3.6649999618530273,3.8410000801086426,4.13100004196167
2024-08-29,4.965000152587891,3.6679999828338623,3.867000102996826,4.151000022888184
2024-08-30,4.9679999351501465,3.7149999141693115,3.9110000133514404,4.196000099182129
2024-09-03,4.96999979019165,3.6559998989105225,3.8440001010894775,4.13100004196167
2024-09-04,4.947999954223633,3.565999984741211,3.7679998874664307,4.066999912261963
2024-09-05,4.932000160217285,3.5399999618530273,3.7309999465942383,4.0229997634887695
2024-09-06,4.9079999923706055,3.489000082015991,3.7100000381469727,4.019999980926514
2024-09-09,4.894999980926514,3.486999988555908,3.697000026702881,3.999000072479248
2024-09-10,4.835000038146973,3.427999973297119,3.6459999084472656,3.9549999237060547
2024-09-11,4.875,3.447000026702881,3.6530001163482666,3.9630000591278076
2024-09-12,4.840000152587891,3.4660000801086426,3.680000066757202,3.994999885559082
2024-09-13,4.763000011444092,3.4240000247955322,3.6500000953674316,3.9769999980926514
2024-09-16,4.744999885559082,3.4049999713897705,3.621000051498413,3.937000036239624
2024-09-17,4.735000133514404,3.433000087738037,3.6419999599456787,3.953000068664551
2024-09-18,4.614999771118164,3.4649999141693115,3.684999942779541,4.007999897003174
2024-09-19,4.5929999351501465,3.503000020980835,3.740000009536743,4.072000026702881
2024-09-20,4.545000076293945,3.4839999675750732,3.7279999256134033,4.071000099182129
2024-09-23,4.502999782562256,3.496000051498413,3.739000082015991,4.081999778747559
2024-09-24,4.494999885559082,3.4790000915527344,3.7360000610351562,4.089000225067139
2024-09-25,4.486999988555908,3.5179998874664307,3.7809998989105225,4.133999824523926
2024-09-26,4.4679999351501465,3.559000015258789,3.7909998893737793,4.124000072479248
2024-09-27,4.48199987411499,3.503000020980835,3.749000072479248,4.0980000495910645
2024-09-30,4.498000144958496,3.5769999027252197,3.802000045776367,4.133999824523926
2024-10-01,4.48199987411499,3.5209999084472656,3.743000030517578,4.079999923706055
2024-10-02,4.4730000495910645,3.552999973297119,3.7850000858306885,4.131999969482422
2024-10-03,4.465000152587891,3.634999990463257,3.8499999046325684,4.179999828338623
2024-10-04,4.505000114440918,3.812999963760376,3.9809999465942383,4.267000198364258
2024-10-07,4.525000095367432,3.86899995803833,4.026000022888184,4.306000232696533
2024-10-08,4.5279998779296875,3.864000082015991,4.0329999923706055,4.321000099182129
2024-10-09,4.534999847412109,3.9079999923706055,4.066999912261963,4.339000225067139
2024-10-10,4.53000020980835,3.9189999103546143,4.0960001945495605,4.386000156402588
2024-10-11,4.514999866485596,3.878999948501587,4.072999954223633,4.382999897003174
2024-10-14,4.51800012588501,3.9000000953674316,4.0980000495910645,4.408999919891357
2024-10-15,4.514999866485596,3.859999895095825,4.038000106811523,4.328999996185303
2024-10-16,4.502999782562256,3.8420000076293945,4.015999794006348,4.298999786376953
2024-10-17,4.514999866485596,3.9089999198913574,4.0960001945495605,4.394999980926514
2024-10-18,4.513000011444092,3.875999927520752,4.072999954223633,4.380000114440918
2024-10-21,4.51800012588501,3.9760000705718994,4.182000160217285,4.486999988555908
2024-10-22,4.5,4.005000114440918,4.203999996185303,4.493000030517578
2024-10-23,4.505000114440918,4.057000160217285,4.242000102996826,4.515999794006348
2024-10-24,4.486999988555908,4.019000053405762,4.199999809265137,4.465000152587891
2024-10-25,4.510000228881836,4.051000118255615,4.23199987411499,4.499000072479248
2024-10-28,4.48199987411499,4.107999801635742,4.2779998779296875,4.53000020980835
2024-10-29,4.480000019073486,4.104000091552734,4.27400016784668,4.519000053405762
2024-10-30,4.4629998207092285,4.126999855041504,4.265999794006348,4.480000019073486
2024-10-31,4.432000160217285,4.15500020980835,4.283999919891357,4.4730000495910645
2024-11-01,4.400000095367432,4.209000110626221,4.361000061035156,4.558000087738037
2024-11-04,4.418000221252441,4.166999816894531,4.309000015258789,4.49399995803833
2024-11-05,4.422999858856201,4.171999931335449,4.289000034332275,4.449999809265137
2024-11-06,4.429999828338623,4.271999835968018,4.426000118255615,4.6020002365112305
2024-11-07,4.420000076293945,4.191999912261963,4.341000080108643,4.543000221252441
2024-11-08,4.422999858856201,4.191999912261963,4.306000232696533,4.4770002365112305
2024-11-11,4.414999961853027,4.195000171661377,4.308000087738037,4.474999904632568
2024-11-12,4.422999858856201,4.314000129699707,4.432000160217285,4.577000141143799
2024-11-13,4.389999866485596,4.301000118255615,4.451000213623047,4.63700008392334
2024-11-14,4.382999897003174,4.291999816894531,4.418000221252441,4.583000183105469
2024-11-15,4.39300012588501,4.297999858856201,4.427999973297119,4.60099983215332
2024-11-18,4.4029998779296875,4.2769999504089355,4.414000034332275,4.605999946594238
2024-11-19,4.4079999923706055,4.245999813079834,4.379000186920166,4.565000057220459
2024-11-20,4.409999847412109,4.275000095367432,4.406000137329102,4.5920000076293945
2024-11-21,4.413000106811523,4.304999828338623,4.432000160217285,4.622000217437744
2024-11-22,4.414999961853027,4.297999858856201,4.409999847412109,4.59499979019165
2024-11-25,4.40500020980835,4.171999931335449,4.264999866485596,4.447000026702881
2024-11-26,4.394999980926514,4.190000057220459,4.302000045776367,4.480000019073486
2024-11-27,4.385000228881836,4.11299991607666,4.242000102996826,4.427000045776367
2024-11-29,4.373000144958496,4.054999828338623,4.177999973297119,4.366000175476074
2024-12-02,4.380000114440918,4.09499979019165,4.196000099182129,4.361000061035156
2024-12-03,4.35699987411499,4.105999946594238,4.2230000495910645,4.394000053405762
2024-12-04,4.34499979019165,4.061999797821045,4.179999828338623,4.3470001220703125
2024-12-05,4.329999923706055,4.076000213623047,4.179999828338623,4.335999965667725
2024-12-06,4.295000076293945,4.033999919891357,4.151000022888184,4.330999851226807
2024-12-09,4.293000221252441,4.072000026702881,4.198999881744385,4.389999866485596
2024-12-10,4.284999847412109,4.0970001220703125,4.2210001945495605,4.4079999923706055
2024-12-11,4.255000114440918,4.133999824523926,4.270999908447266,4.479000091552734
2024-12-12,4.2230000495910645,4.176000118255615,4.323999881744385,4.546999931335449
2024-12-13,4.2179999351501465,4.248000144958496,4.39900016784668,4.614999771118164
2024-12-16,4.228000164031982,4.254000186920166,4.396999835968018,4.607999801635742
2024-12-17,4.239999771118164,4.248000144958496,4.385000228881836,4.578999996185303
2024-12-18,4.23199987411499,4.380000114440918,4.49399995803833,4.658999919891357
2024-12-19,4.21999979019165,4.425000190734863,4.570000171661377,4.739999771118164
2024-12-20,4.215000152587891,4.380000114440918,4.52400016784668,4.716000080108643
2024-12-23,4.215000152587891,4.445000171661377,4.598999977111816,4.783999919891357
2024-12-24,4.199999809265137,4.438000202178955,4.591000080108643,4.764999866485596
2024-12-26,4.215000152587891,4.433000087738037,4.578999996185303,4.76200008392334
2024-12-27,4.177999973297119,4.455999851226807,4.61899995803833,4.810999870300293
2024-12-30,4.182000160217285,4.369999885559082,4.545000076293945,4.763000011444092
2024-12-31,4.208000183105469,4.380000114440918,4.572999954223633,4.785999774932861
2025-01-02,4.208000183105469,4.380000114440918,4.574999809265137,4.797999858856201
2025-01-03,4.192999839782715,4.409999847412109,4.5960001945495605,4.814000129699707
2025-01-06,4.190000057220459,4.421999931335449,4.618000030517578,4.8379998207092285
2025-01-07,4.203000068664551,4.465000152587891,4.683000087738037,4.909999847412109
2025-01-08,4.204999923706055,4.4670000076293945,4.692999839782715,4.932000160217285
2025-01-10,4.2129998207092285,4.5929999351501465,4.776000022888184,4.965000152587891
2025-01-13,4.2179999351501465,4.617000102996826,4.802999973297119,4.986000061035156
2025-01-14,4.2129998207092285,4.590000152587891,4.788000106811523,4.984000205993652
2025-01-15,4.204999923706055,4.443999767303467,4.6529998779296875,4.879000186920166
2025-01-16,4.195000171661377,4.395999908447266,4.605999946594238,4.843999862670898
2025-01-17,4.192999839782715,4.414000034332275,4.609000205993652,4.84499979019165
2025-01-21,4.197000026702881,4.396999835968018,4.573999881744385,4.802000045776367
2025-01-22,4.215000152587891,4.426000118255615,4.598999977111816,4.814000129699707
2025-01-23,4.2129998207092285,4.441999912261963,4.638000011444092,4.86899995803833
2025-01-24,4.204999923706055,4.427999973297119,4.625999927520752,4.8480000495910645
2025-01-27,4.188000202178955,4.326000213623047,4.5279998779296875,4.769999980926514
2025-01-28,4.190000057220459,4.34499979019165,4.551000118255615,4.789999961853027
2025-01-29,4.188000202178955,4.35699987411499,4.554999828338623,4.789999961853027
2025-01-30,4.182000160217285,4.310999870300293,4.51200008392334,4.757999897003174
2025-01-31,4.188000202178955,4.363999843597412,4.568999767303467,4.813000202178955
2025-02-03,4.190000057220459,4.35699987411499,4.543000221252441,4.770999908447266
2025-02-04,4.2129998207092285,4.317999839782715,4.513000011444092,4.748000144958496
2025-02-05,4.210000038146973,4.243000030517578,4.421999931335449,4.642000198364258
2025-02-06,4.2129998207092285,4.2729997634887695,4.440000057220459,4.650000095367432
2025-02-07,4.228000164031982,4.334000110626221,4.486999988555908,4.690000057220459
2025-02-10,4.228000164031982,4.333000183105469,4.493000030517578,4.710999965667725
2025-02-11,4.224999904632568,4.369999885559082,4.5370001792907715,4.75
